"Vintage","Credit Status","Quantity","GSID","Project Name","Project Developer","Country","Project Type","Methodology","Programme of Activities","POA GSID","Product Type","Issuance Date","Monitoring Period Start","Monitoring Period End","Serial Number","Eligible for CORSIA?","Retired for CORSIA?","CORSIA Authorisation","Aeroplane Operator Name"
"2015","Issued","36096","1253","Xinyang MSW Landfill Site LFG Recovery to Power Project","Shanghai BCCY New Power Industry Co.Ltd.","China","Biogas - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-08-13T00:00","2015-05-14","2018-03-31","GS1-1-CN-GS1253-5-2015-6764-1-36096","No","No","Not Applicable",
"2016","Issued","50154","1253","Xinyang MSW Landfill Site LFG Recovery to Power Project","Shanghai BCCY New Power Industry Co.Ltd.","China","Biogas - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-08-13T00:00","2015-05-14","2018-03-31","GS1-1-CN-GS1253-5-2016-6763-1-50154","No","No","Not Applicable",
"2017","Issued","45120","1253","Xinyang MSW Landfill Site LFG Recovery to Power Project","Shanghai BCCY New Power Industry Co.Ltd.","China","Biogas - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-08-13T00:00","2015-05-14","2018-03-31","GS1-1-CN-GS1253-5-2017-6762-1-45120","No","No","Not Applicable",
"2018","Issued","9400","1253","Xinyang MSW Landfill Site LFG Recovery to Power Project","Shanghai BCCY New Power Industry Co.Ltd.","China","Biogas - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-08-13T00:00","2015-05-14","2018-03-31","GS1-1-CN-GS1253-5-2018-6761-1-9400","No","No","Not Applicable",
"2015","Issued","927","1104","Zhongshan County Micro Hydro Project Bundle No.6","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-06-07T00:00","2015-08-29","2017-04-28","GS1-1-CN-GS1104-14-2015-6594-1-927","No","No","Not Applicable",
"2016","Issued","4021","1104","Zhongshan County Micro Hydro Project Bundle No.6","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-06-07T00:00","2015-08-29","2017-04-28","GS1-1-CN-GS1104-14-2016-6593-1-4021","No","No","Not Applicable",
"2017","Issued","935","1104","Zhongshan County Micro Hydro Project Bundle No.6","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-06-07T00:00","2015-08-29","2017-04-28","GS1-1-CN-GS1104-14-2017-6592-1-935","No","No","Not Applicable",
"2015","Issued","882","1103","Zhongshan County Micro Hydro Project Bundle No.5","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-06-07T00:00","2015-09-01","2017-04-30","GS1-1-CN-GS1103-14-2015-6591-1-882","No","No","Not Applicable",
"2016","Issued","4480","1103","Zhongshan County Micro Hydro Project Bundle No.5","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-06-07T00:00","2015-09-01","2017-04-30","GS1-1-CN-GS1103-14-2016-6590-1-4480","No","No","Not Applicable",
"2017","Issued","1206","1103","Zhongshan County Micro Hydro Project Bundle No.5","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-06-07T00:00","2015-09-01","2017-04-30","GS1-1-CN-GS1103-14-2017-6589-1-1206","No","No","Not Applicable",
"2015","Issued","1133","1101","Zhongshan County Micro Hydro Project Bundle No.3","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-31T00:00","2015-08-29","2017-04-28","GS1-1-CN-GS1101-14-2015-6585-1-1133","No","No","Not Applicable",
"2016","Issued","4440","1101","Zhongshan County Micro Hydro Project Bundle No.3","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-31T00:00","2015-08-29","2017-04-28","GS1-1-CN-GS1101-14-2016-6584-1-4440","No","No","Not Applicable",
"2017","Issued","996","1101","Zhongshan County Micro Hydro Project Bundle No.3","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-31T00:00","2015-08-29","2017-04-28","GS1-1-CN-GS1101-14-2017-6583-1-996","No","No","Not Applicable",
"2015","Issued","903","1100","Zhongshan County Micro Hydro Project Bundle No.2","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-31T00:00","2015-09-01","2017-04-30","GS1-1-CN-GS1100-14-2015-6582-1-903","No","No","Not Applicable",
"2016","Issued","4459","1100","Zhongshan County Micro Hydro Project Bundle No.2","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-31T00:00","2015-09-01","2017-04-30","GS1-1-CN-GS1100-14-2016-6581-1-4459","No","No","Not Applicable",
"2017","Issued","1147","1100","Zhongshan County Micro Hydro Project Bundle No.2","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-31T00:00","2015-09-01","2017-04-30","GS1-1-CN-GS1100-14-2017-6580-1-1147","No","No","Not Applicable",
"2015","Issued","937","1098","Zhongshan County Micro Hydro Project Bundle No.1","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-31T00:00","2015-08-29","2017-04-28","GS1-1-CN-GS1098-14-2015-6579-1-937","No","No","Not Applicable",
"2016","Issued","4814","1098","Zhongshan County Micro Hydro Project Bundle No.1","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-31T00:00","2015-08-29","2017-04-28","GS1-1-CN-GS1098-14-2016-6578-1-4814","No","No","Not Applicable",
"2017","Issued","1100","1098","Zhongshan County Micro Hydro Project Bundle No.1","Swiss Carbon Value Ltd.","China","Small, Low - Impact Hydro","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-31T00:00","2015-08-29","2017-04-28","GS1-1-CN-GS1098-14-2017-6577-1-1100","No","No","Not Applicable",
"2014","Issued","27694","2502","National Bio Energy Tongliao Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-29T00:00","2014-09-01","2017-11-30","GS1-1-CN-GS2502-9-2014-6572-1-27694","No","No","Not Applicable",
"2015","Issued","78908","2502","National Bio Energy Tongliao Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-29T00:00","2014-09-01","2017-11-30","GS1-1-CN-GS2502-9-2015-6571-1-78908","No","No","Not Applicable",
"2016","Issued","67819","2502","National Bio Energy Tongliao Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-29T00:00","2014-09-01","2017-11-30","GS1-1-CN-GS2502-9-2016-6570-1-67819","No","No","Not Applicable",
"2017","Issued","74180","2502","National Bio Energy Tongliao Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-05-29T00:00","2014-09-01","2017-11-30","GS1-1-CN-GS2502-9-2017-6569-1-74180","No","No","Not Applicable",
"2016","Issued","23372","1228","National Bachu Biomass Power Generation Project","Swiss Carbon Value Ltd.","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-04-03T00:00","2016-06-28","2017-09-27","GS1-1-CN-GS1228-9-2016-6459-1-23372","No","No","Not Applicable",
"2017","Issued","47603","1228","National Bachu Biomass Power Generation Project","Swiss Carbon Value Ltd.","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-04-03T00:00","2016-06-28","2017-09-27","GS1-1-CN-GS1228-9-2017-6458-1-47603","No","No","Not Applicable",
"2016","Issued","30834","2587","Henan Sheqi Xiawaxiang  Wind Farm  Phase I Project","Climate Bridge (Shanghai) Ltd.","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2018-01-29T00:00","2016-08-01","2017-01-31","GS1-1-CN-GS2587-12-2016-6296-1-30834","No","No","Not Applicable",
"2017","Issued","11657","2587","Henan Sheqi Xiawaxiang  Wind Farm  Phase I Project","Climate Bridge (Shanghai) Ltd.","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2018-01-29T00:00","2016-08-01","2017-01-31","GS1-1-CN-GS2587-12-2017-6295-1-11657","No","No","Not Applicable",
"2016","Issued","57460","2499","Gansu Jinchang Magang and Huangmaopo Bundled Wind Power Project","Climate Bridge (Shanghai) Ltd.","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-12-29T00:00","2016-07-31","2017-01-30","GS1-1-CN-GS2499-12-2016-6240-1-57460","No","No","Not Applicable",
"2017","Issued","13725","2499","Gansu Jinchang Magang and Huangmaopo Bundled Wind Power Project","Climate Bridge (Shanghai) Ltd.","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-12-29T00:00","2016-07-31","2017-01-30","GS1-1-CN-GS2499-12-2017-6239-1-13725","No","No","Not Applicable",
"2014","Issued","45712","4124","Nanyang Danjiang River Solar Cooker Project Phase I (GS1378 CER to VER conversion)","Sirreon Technology & Development (Beijing) Co.Ltd","China","Solar Thermal - Heat","AMS-I.C. Thermal energy production with or without electricity","Standalone",,"VER","2017-12-13T00:00","2013-12-01","2015-03-31","GS1-1-CN-GS4124-3-2014-6186-1-45712","No","No","Not Applicable",
"2014","Issued","70936","2503","National Bio Energy Changtu Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2017-09-06T00:00","2014-02-01","2017-02-28","GS1-1-CN-GS2503-9-2014-6013-1-70936","No","No","Not Applicable",
"2015","Issued","69860","2503","National Bio Energy Changtu Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2017-09-06T00:00","2014-02-01","2017-02-28","GS1-1-CN-GS2503-9-2015-6012-1-69860","No","No","Not Applicable",
"2016","Issued","87915","2503","National Bio Energy Changtu Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2017-09-06T00:00","2014-02-01","2017-02-28","GS1-1-CN-GS2503-9-2016-6011-1-87915","No","No","Not Applicable",
"2017","Issued","14186","2503","National Bio Energy Changtu Biomass Power Plant","Beijing Fangzhou Jiaye Technology Co ltd","China","Biomass, or Liquid Biofuel - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2017-09-06T00:00","2014-02-01","2017-02-28","GS1-1-CN-GS2503-9-2017-6010-1-14186","No","No","Not Applicable",
"2016","Issued","3149","505","Honiton Energy Bailingmiao Phase Two Windfarm Project","Camco Voluntary Credits Ltd","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-08-31T00:00","2016-08-21","2016-09-20","GS1-1-CN-GS505-12-2016-6007-1-3149","No","No","Not Applicable",
"2014","Issued","46735","750","Hebei Yingxin Glass Group Co. Ltd. Glass Furnace Flue Gas Waste Heat To Energy Project (300502)","Swiss Carbon Assets Ltd.","China","Energy Efficiency - Industrial","ACM0012 Waste energy recovery","Standalone",,"VER","2017-06-29T00:00","2014-04-01","2016-12-31","GS1-1-CN-GS750-15-2014-5919-1-46735","No","No","Not Applicable",
"2015","Issued","61156","750","Hebei Yingxin Glass Group Co. Ltd. Glass Furnace Flue Gas Waste Heat To Energy Project (300502)","Swiss Carbon Assets Ltd.","China","Energy Efficiency - Industrial","ACM0012 Waste energy recovery","Standalone",,"VER","2017-06-29T00:00","2014-04-01","2016-12-31","GS1-1-CN-GS750-15-2015-5918-1-61156","No","No","Not Applicable",
"2016","Issued","60303","750","Hebei Yingxin Glass Group Co. Ltd. Glass Furnace Flue Gas Waste Heat To Energy Project (300502)","Swiss Carbon Assets Ltd.","China","Energy Efficiency - Industrial","ACM0012 Waste energy recovery","Standalone",,"VER","2017-06-29T00:00","2014-04-01","2016-12-31","GS1-1-CN-GS750-15-2016-5917-1-60303","No","No","Not Applicable",
"2015","Issued","38106","3344","Qinghai Delingha Xiehe Phase II and Phase III Bundled Solar PV Power Generation Project","Goldchina Consultancy International Co. Ltd","China","Solar Thermal - Electricity","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-05-11T00:00","2015-05-01","2016-12-31","GS1-1-CN-GS3344-1-2015-5838-1-38106","No","No","Not Applicable",
"2016","Issued","56472","3344","Qinghai Delingha Xiehe Phase II and Phase III Bundled Solar PV Power Generation Project","Goldchina Consultancy International Co. Ltd","China","Solar Thermal - Electricity","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-05-11T00:00","2015-05-01","2016-12-31","GS1-1-CN-GS3344-1-2016-5837-1-56472","No","No","Not Applicable",
"2015","Issued","18086","2588","Zhangbei Danjinghe Phase III 49.5MW Wind Power Project","Goldchina Consultancy International Co. Ltd","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-04-11T00:00","2015-11-01","2016-12-31","GS1-1-CN-GS2588-12-2015-5811-1-18086","No","No","Not Applicable",
"2016","Issued","107328","2588","Zhangbei Danjinghe Phase III 49.5MW Wind Power Project","Goldchina Consultancy International Co. Ltd","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-04-11T00:00","2015-11-01","2016-12-31","GS1-1-CN-GS2588-12-2016-5810-1-107328","No","No","Not Applicable",
"2016","Issued","86898","2553","Taibus Banner Touzhijian 49.5MW  Wind Power Project","Goldchina Consultancy International Co. Ltd","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-04-11T00:00","2016-04-01","2017-01-20","GS1-1-CN-GS2553-12-2016-5809-1-86898","No","No","Not Applicable",
"2017","Issued","7230","2553","Taibus Banner Touzhijian 49.5MW  Wind Power Project","Goldchina Consultancy International Co. Ltd","China","Wind","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-04-11T00:00","2016-04-01","2017-01-20","GS1-1-CN-GS2553-12-2017-5808-1-7230","No","No","Not Applicable",
"2015","Issued","29781","2501","Ningxia Lingwu Baitugang 40MWp Solar PV Power Generation Project","Climate Bridge (Shanghai) Ltd.","China","Solar Thermal - Electricity","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-04-10T00:00","2015-05-01","2017-01-31","GS1-1-CN-GS2501-1-2015-5807-1-29781","No","No","Not Applicable",
"2016","Issued","44774","2501","Ningxia Lingwu Baitugang 40MWp Solar PV Power Generation Project","Climate Bridge (Shanghai) Ltd.","China","Solar Thermal - Electricity","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-04-10T00:00","2015-05-01","2017-01-31","GS1-1-CN-GS2501-1-2016-5806-1-44774","No","No","Not Applicable",
"2017","Issued","2704","2501","Ningxia Lingwu Baitugang 40MWp Solar PV Power Generation Project","Climate Bridge (Shanghai) Ltd.","China","Solar Thermal - Electricity","ACM0002 Grid-connected electricity generation from renewable sources","Standalone",,"VER","2017-04-10T00:00","2015-05-01","2017-01-31","GS1-1-CN-GS2501-1-2017-5805-1-2704","No","No","Not Applicable",
"2015","Issued","2183","2679","Ulan Phase II 10MWp Solar PV Project","Climate Bridge (Shanghai) Ltd.","China","Solar Thermal - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-12-14T00:00","2015-11-01","2016-12-31","GS1-1-CN-GS2679-1-2015-5785-1-2183","No","No","Not Applicable",
"2016","Issued","11666","2679","Ulan Phase II 10MWp Solar PV Project","Climate Bridge (Shanghai) Ltd.","China","Solar Thermal - Electricity","AMS-I.D. Grid connected renewable electricity generation","Standalone",,"VER","2018-12-14T00:00","2015-11-01","2016-12-31","GS1-1-CN-GS2679-1-2016-5784-1-11666","No","No","Not Applicable",
"2015","Issued","9653","2429","WWF Ningshan County High Efficient Cook Stove Project","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2017-01-25T00:00","2015-01-01","2016-05-31","GS1-1-CN-GS2429-16-2015-5623-1-9653","No","No","Not Applicable",
"2016","Issued","4273","2429","WWF Ningshan County High Efficient Cook Stove Project","South Pole Carbon Asset Management Ltd.","China","Energy Efficiency - Domestic","AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass","Standalone",,"VER","2017-01-25T00:00","2015-01-01","2016-05-31","GS1-1-CN-GS2429-16-2016-5622-1-4273","No","No","Not Applicable",
